Match date,Matches,Team,InStat Index,Goals,Chances,Chances successful,Fouls,Yellow cards,Red cards,Tactics,Offsides,Corner,Shots,Shots on target,Passes,"Accurate passes, %",Key passes,Key passes accurate,Crosses,"Accurate crosses, %",Challenges,"Challenges won, %",Defensive challenges,"Challenges in defence won, %",Attacking challenges,"Challenges in attack won, %",Air challenges,"Air challenges won, %",Dribbles,"Successful dribbles, %",Tackles,"Tackles won, %",Lost balls,Lost balls in own half,Ball recoveries,Ball recoveries in opponent's half,Team pressing,"Pressing efficiency, %","Ball possession, %",Entrances to the opposition half,Entrances to the final third,Entrance to the penalty box,Total actions,Successful actions,"Successful actions, %","Shots on target, %",Shots wide,Blocked shots,Shots on post / bar,Accurate passes,Crosses accurate,Positional attacks,Positional attacks with shots,% of efficiency for positional attacks,Counter-attacks,Counter-attacks with a shot,% of efficiency for counterattacks,Set pieces attacks,Attacks with shots - Set pieces attacks,% of efficiency for set-piece attacks,Free-kick attacks,Free-kick attacks with shots,% of efficiency for free-kick attacks,Corner attacks,Corner attacks with shots,% of efficiency for corner attacks,Throw-in attacks,Throw-in attacks with shots,% of efficiency for throw-in attacks,Free-kick shots,Goals - Free-kick attack,% scored free kick shots,Penalties,"Penalties
 scored","Penalties scored, %",Team pressing successful,Opponent's passes per defensive action,Building-ups,Building-ups without pressing,High pressing,High pressing successful,"High pressing, %",Low pressing,Low pressing successful,"Low pressing, %","Ball possession, sec","Ball possessions, quantity",xG (Expected goals),Opponent's xG,Net xG (xG - Opponent's xG),Expected points,xG conversion,xG per shot,Opponent's xG per shot,xG per goal,Opponent's xG per goal,home_Away
08-05-22,Luzern 4 : 0 Servette,LUZ,231,4,7,4,8,4,0,4-4-2d,3,4,13,7,513,82%,12,5,18,28%,160,45%,85,41%,75,49%,38,37%,31,52%,33,36%,67,10,51,11,10,10%,55%,64,42,16,817,631,77%,54%,4,2,0,423,5,60,7,12%,14,3,21%,7,3,43%,2,0,0,4,3,75%,1,0,0,0,0,0,0,0,0,1,5.01,32,17,6,0,0,4,1,25%,1670.8,98,1.93,0.98,0.95,2,2.07,0.15,0.09,0.48,0,h
08-05-22,Luzern 4 : 0 Servette,SER,192,0,5,0,9,5,1,4-4-2d,0,3,12,3,449,79%,6,2,13,23%,160,55%,75,51%,85,59%,38,63%,31,68%,35,54%,71,16,48,5,15,7%,45%,64,42,18,756,562,74%,25%,5,3,1,356,3,64,6,9%,16,2,13%,8,2,25%,3,1,33%,3,1,33%,2,0,0,1,0,0,0,0,0,1,5.16,24,14,7,0,0,8,1,13%,1363.92,104,0.98,1.93,0.95,0.5,0,0.09,0.15,0,0.48,a
10-05-22,Young Boys 4 : 1 St. Gallen,YB,234,4,7,4,11,3,0,4-4-2d,6,5,11,6,342,71%,9,5,4,25%,177,46%,74,50%,103,43%,37,43%,25,56%,32,69%,78,16,55,15,8,63%,46%,74,41,15,704,493,70%,55%,4,1,0,243,1,59,3,5%,25,3,12%,13,3,23%,3,1,33%,5,1,20%,4,0,0,0,0,0,1,1,100%,5,4.53,25,10,3,2,67%,5,3,60%,1267.22,113,2.84,0.66,2.18,2.7,1.41,0.26,0.07,0.71,0.66,h
10-05-22,Young Boys 4 : 1 St. Gallen,SG,208,1,3,1,8,2,0,4-3-3d,3,2,10,4,446,74%,1,1,6,0,177,54%,103,57%,74,50%,37,57%,16,63%,41,66%,74,18,53,14,15,53%,54%,69,41,11,794,576,73%,40%,4,1,1,331,0,66,6,9%,15,2,13%,4,2,50%,2,2,100%,2,0,0,0,0,0,1,0,0,0,0,0,8,2.89,30,22,7,5,71%,8,3,38%,1460.55,113,0.66,2.84,2.18,0.1,1.52,0.07,0.26,0.66,0.71,a
11-05-22,Servette 2 : 2 Lugano,SER,206,2,6,2,10,1,0,4-3-3d,1,10,15,5,564,85%,4,2,22,36%,142,46%,71,49%,71,44%,43,56%,22,68%,27,37%,62,4,51,16,23,39%,58%,88,61,32,859,675,79%,33%,7,2,1,478,8,67,5,7%,15,2,13%,21,7,33%,8,3,38%,10,2,20%,1,0,0,2,0,0,2,2,100%,9,8.78,29,19,10,6,60%,13,3,23%,1802.43,107,2.9,1.52,1.38,2.3,0.69,0.19,0.19,1.45,0.76,h
11-05-22,Servette 2 : 2 Lugano,LUG,207,2,4,2,16,3,0,4-3-3d,0,1,8,3,382,83%,4,2,3,67%,142,54%,71,56%,71,51%,43,44%,24,71%,27,44%,67,20,45,4,10,40%,42%,37,18,9,666,512,77%,38%,2,2,1,316,2,43,3,7%,11,4,36%,2,1,50%,0,0,0,1,0,0,0,0,0,0,0,0,1,1,100%,4,4.55,38,15,4,0,0,6,4,67%,1299.88,88,1.52,2.9,1.38,0.3,1.32,0.19,0.19,0.76,1.45,a
11-05-22,Sion 1 : 3 Luzern,SIO,198,1,5,1,9,2,0,3-5-2*,1,5,12,5,492,84%,2,2,11,9%,137,55%,73,59%,64,52%,28,64%,23,57%,27,52%,70,7,52,9,14,57%,49%,68,39,18,767,604,79%,42%,4,3,0,412,1,59,4,7%,17,4,24%,13,4,31%,4,3,75%,5,0,0,3,0,0,1,0,0,1,1,100%,8,5.5,30,22,9,4,44%,5,4,80%,1501.12,102,2.06,1.94,0.12,1.5,0.49,0.17,0.13,2.06,0.65,h
11-05-22,Sion 1 : 3 Luzern,LUZ,221,3,8,3,9,2,0,4-4-2d,0,6,15,10,435,83%,4,4,15,47%,137,45%,64,48%,73,41%,28,36%,22,59%,30,57%,72,13,61,7,8,38%,51%,60,46,17,730,572,78%,67%,2,3,0,363,7,56,8,14%,17,1,6%,13,4,31%,5,1,20%,6,3,50%,2,0,0,0,0,0,0,0,0,3,5.89,30,16,3,1,33%,5,2,40%,1591.8,111,1.94,2.06,0.12,0.7,1.55,0.13,0.17,0.65,2.06,a
12-05-22,Basel 1 : 1 Grasshopper,BAS,224,1,7,1,7,1,0,4-2-3-1,3,6,15,3,632,86%,10,6,22,45%,149,57%,65,66%,84,50%,25,64%,30,57%,23,70%,55,10,46,8,18,50%,69%,66,42,15,937,769,82%,20%,9,3,0,545,10,78,11,14%,8,0,0,7,2,29%,1,1,100%,6,1,17%,0,0,0,0,0,0,0,0,0,9,3.25,48,21,11,6,55%,7,3,43%,2164.48,103,1.06,0.46,0.6,2,0.94,0.07,0.07,1.06,0.46,h
12-05-22,Basel 1 : 1 Grasshopper,GRA,206,1,4,1,16,4,1,03-04-03,1,2,7,3,269,74%,1,1,4,0,149,43%,84,50%,65,34%,25,36%,17,41%,33,48%,59,8,36,8,27,37%,31%,42,26,10,548,372,68%,43%,2,0,2,198,0,47,4,9%,10,1,10%,6,1,17%,3,1,33%,2,0,0,1,0,0,1,0,0,0,0,0,10,7.47,25,7,19,6,32%,8,4,50%,952.41,87,0.46,1.06,0.6,0.5,2.17,0.07,0.07,0.46,1.06,a
12-05-22,Zurich 2 : 2 Lausanne-Sport,ZUR,213,2,8,2,15,1,0,3-5-2*,2,6,12,6,443,84%,4,4,8,13%,149,52%,91,51%,58,53%,31,42%,25,76%,47,45%,49,14,34,7,31,29%,46%,53,35,17,707,548,78%,50%,5,1,0,374,1,48,4,8%,9,3,33%,9,5,56%,3,1,33%,6,4,67%,0,0,0,0,0,0,0,0,0,9,7.25,33,16,13,6,46%,18,3,17%,1395.72,88,1.61,1.88,0.27,0.7,1.24,0.13,0.16,0.81,0.94,h
19-05-22,Grasshopper 3 : 2 St. Gallen,GRA,222,3,7,3,14,3,0,03-04-03,3,2,10,5,317,71%,8,4,9,33%,149,55%,73,56%,76,54%,41,54%,23,74%,32,50%,73,12,62,9,20,55%,50%,52,34,15,608,430,71%,50%,5,0,0,224,3,55,2,4%,18,4,22%,11,3,27%,9,3,33%,2,0,0,0,0,0,0,0,0,0,0,0,11,5.1,19,4,10,6,60%,10,5,50%,1353.55,115,1.63,2.01,0.38,0.7,1.84,0.16,0.15,0.54,1.01,h
19-05-22,Grasshopper 3 : 2 St. Gallen,SG,203,2,6,2,19,2,0,4-3-3d,3,6,13,7,430,81%,5,2,8,13%,149,45%,76,46%,73,44%,41,46%,26,62%,25,32%,78,13,45,7,15,73%,50%,66,43,15,724,534,74%,54%,3,2,1,347,1,69,8,12%,11,1,9%,11,3,27%,3,0,0,6,1,17%,1,1,100%,0,0,0,1,1,100%,11,3.07,33,13,5,3,60%,10,8,80%,1348.13,115,2.01,1.63,0.38,1.5,1,0.15,0.16,1.01,0.54,a
19-05-22,Lausanne-Sport 1 : 2 Sion,SIO,213,2,7,2,14,2,0,4-2-3-1,1,5,13,6,422,82%,5,2,6,17%,148,49%,83,53%,65,45%,33,67%,17,41%,36,53%,62,14,49,15,36,42%,43%,58,31,16,697,525,75%,46%,4,2,1,345,1,56,7,13%,16,1,6%,10,5,50%,3,0,0,5,3,60%,0,0,0,0,0,0,2,2,100%,15,8.27,36,15,20,12,60%,16,3,19%,1435.13,96,2.83,1.66,1.17,2.3,0.71,0.22,0.09,1.42,0,a
19-05-22,Lugano 2 : 1 Zurich,LUG,221,2,10,2,12,2,0,4-2-3-1,1,8,17,6,514,84%,11,6,17,18%,155,46%,72,50%,83,43%,37,43%,23,70%,32,53%,69,13,45,8,10,30%,54%,65,52,22,812,624,77%,35%,1,8,2,431,3,70,8,11%,17,5,29%,10,2,20%,2,1,50%,8,1,13%,0,0,0,0,0,0,0,0,0,3,4.68,40,15,5,2,40%,5,1,20%,1665.93,111,1.76,0.69,1.07,2.3,1.14,0.1,0.1,0.88,0.69,h
19-05-22,Lugano 2 : 1 Zurich,ZUR,210,1,6,1,16,3,0,3-5-2*,1,4,7,2,399,80%,7,3,17,18%,155,54%,83,57%,72,50%,37,57%,23,65%,29,45%,70,13,62,10,25,56%,46%,68,43,14,721,549,76%,29%,4,0,1,318,3,57,3,5%,16,2,13%,7,2,29%,3,1,33%,4,1,25%,0,0,0,0,0,0,0,0,0,14,5.6,23,13,8,7,88%,17,7,41%,1430.15,103,0.69,1.76,1.07,0.3,1.45,0.1,0.1,0.69,0.88,a
19-05-22,Luzern 2 : 2 Young Boys,LUZ,224,2,4,2,5,2,0,4-4-2d,3,4,22,7,506,79%,7,3,13,31%,161,56%,73,55%,88,57%,37,43%,25,72%,27,59%,74,11,56,9,15,60%,56%,66,43,18,847,641,76%,32%,9,6,0,402,4,65,7,11%,14,4,29%,14,7,50%,4,1,25%,4,3,75%,6,3,50%,0,0,0,0,0,0,9,3.77,33,17,6,4,67%,9,5,56%,1677.07,120,2.46,1.46,1,2.3,0.81,0.12,0.07,1.23,0.73,h
19-05-22,Luzern 2 : 2 Young Boys,YB,215,2,8,2,14,2,0,4-4-2c,0,6,20,7,368,75%,5,3,13,46%,161,44%,88,43%,73,45%,37,57%,19,58%,26,31%,69,14,53,9,16,25%,44%,67,42,18,715,501,70%,35%,10,3,0,275,6,58,10,17%,17,8,47%,9,1,11%,0,0,0,6,0,0,3,1,33%,0,0,0,0,0,0,4,4.14,23,8,11,3,27%,5,1,20%,1297,112,1.46,2.46,1,0.5,1.37,0.07,0.12,0.73,1.23,a
19-05-22,Servette 0 : 0 Basel,SER,220,0,7,0,7,1,0,4-3-3d,3,5,14,5,393,79%,11,8,14,50%,150,51%,66,53%,84,50%,38,34%,25,68%,26,54%,64,11,43,10,22,32%,39%,61,39,18,679,507,75%,36%,7,2,0,310,7,67,7,10%,10,4,40%,9,3,33%,3,1,33%,5,2,40%,1,0,0,0,0,0,0,0,0,7,8.32,31,8,11,5,45%,11,2,18%,1253.73,101,2.79,0.61,2.18,2.7,0,0.2,0.06,0,0,h
19-05-22,Servette 0 : 0 Basel,BAS,212,0,1,0,14,0,0,4-3-3d,2,2,10,0,574,87%,4,1,11,9%,150,49%,84,50%,66,47%,38,66%,20,60%,27,37%,65,14,49,8,23,43%,61%,56,39,11,888,714,80%,0,7,3,0,499,1,58,6,10%,9,3,33%,4,1,25%,0,0,0,2,1,50%,2,0,0,0,0,0,0,0,0,10,4.13,38,16,11,5,45%,12,5,42%,1959.69,89,0.61,2.79,2.18,0.1,0,0.06,0.2,0,0,a
22-05-22,Basel 2 : 1 Lugano,BAS,223,2,4,2,12,3,1,4-2-3-1,1,1,6,6,473,86%,6,3,11,27%,138,49%,80,55%,58,41%,24,50%,7,57%,34,59%,70,15,48,8,20,35%,48%,56,30,9,740,598,81%,100%,0,0,0,407,3,61,5,8%,11,0,0,5,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,5.25,31,20,10,2,20%,10,5,50%,1537.25,85,0.94,0.77,0.17,1.5,2.13,0.16,0.11,0.47,0.77,h
22-05-22,Basel 2 : 1 Lugano,LUG,204,1,4,1,11,2,1,4-3-3d,1,5,7,3,472,86%,4,3,11,45%,138,51%,58,59%,80,45%,24,50%,23,61%,16,75%,65,11,48,10,11,36%,52%,63,41,18,744,596,80%,43%,3,1,0,404,5,59,4,7%,16,2,13%,8,1,13%,3,0,0,5,1,20%,0,0,0,0,0,0,0,0,0,4,5.65,31,11,5,1,20%,6,3,50%,1665.94,98,0.77,0.94,0.17,0.7,1.3,0.11,0.16,0.77,0.47,a
22-05-22,Sion 3 : 3 Servette,SIO,202,3,4,3,8,3,0,4-2-3-1,2,1,10,7,396,80%,3,2,7,14%,104,53%,65,54%,39,51%,20,50%,10,80%,29,62%,70,12,54,11,12,33%,47%,51,34,11,641,497,78%,70%,1,2,0,315,1,58,4,7%,8,3,38%,6,1,17%,3,0,0,1,0,0,2,1,50%,0,0,0,0,0,0,4,5.82,32,24,2,0,0,10,4,40%,1353.27,101,1.54,2.26,0.72,0.5,1.95,0.15,0.16,0.51,0.75,h
22-05-22,Sion 3 : 3 Servette,SER,209,3,8,3,10,3,0,03-04-03,0,9,14,7,408,80%,5,4,9,11%,104,47%,39,49%,65,46%,20,50%,20,55%,20,60%,70,20,51,6,8,63%,53%,52,37,15,659,507,77%,50%,3,3,1,326,1,43,1,2%,13,4,31%,15,8,53%,3,1,33%,9,6,67%,2,0,0,0,0,0,1,1,100%,5,6.3,31,19,5,4,80%,3,1,33%,1539.39,104,2.26,1.54,0.72,2,1.33,0.16,0.15,0.75,0.51,a
22-05-22,St. Gallen 4 : 0 Lausanne-Sport,SG,231,4,8,4,16,1,0,4-3-3d,0,8,21,9,495,82%,11,4,15,27%,169,44%,103,39%,66,53%,24,46%,30,77%,65,31%,67,14,61,13,26,62%,54%,68,52,22,831,626,75%,43%,5,7,0,407,4,59,8,14%,24,9,38%,11,1,9%,3,0,0,8,1,13%,0,0,0,0,0,0,0,0,0,16,5.16,22,9,13,10,77%,13,6,46%,1524.18,108,2.44,1.35,1.09,2.3,1.64,0.12,0.12,0.61,0,h
22-05-22,Young Boys 3 : 0 Grasshopper,YB,227,3,9,3,12,3,0,4-4-2c,1,4,12,5,416,81%,21,7,13,23%,142,50%,86,51%,56,48%,30,43%,12,75%,41,49%,73,19,59,9,18,56%,44%,54,39,16,701,542,77%,42%,4,3,0,339,3,48,3,6%,23,5,22%,8,2,25%,2,1,50%,4,1,25%,2,0,0,1,0,0,0,0,0,10,6.03,35,21,9,4,44%,9,6,67%,1396.6,108,2.42,1.47,0.95,2,1.24,0.2,0.08,0.81,0,h
22-05-22,Young Boys 3 : 0 Grasshopper,GRA,198,0,6,0,9,2,0,4-4-2d,1,4,19,3,520,86%,13,5,9,56%,142,50%,56,52%,86,49%,30,57%,35,60%,14,36%,74,14,59,10,14,57%,56%,71,51,15,825,650,79%,16%,9,6,1,446,5,79,12,15%,18,2,11%,6,4,67%,2,2,100%,4,2,50%,0,0,0,2,0,0,0,0,0,8,5.65,37,19,7,5,71%,7,3,43%,1793.68,123,1.47,2.42,0.95,0.5,0,0.08,0.2,0,0.81,a
22-05-22,Zurich 2 : 3 Luzern,ZUR,209,2,4,2,10,0,0,3-5-2*,0,9,14,3,377,79%,8,2,18,6%,131,45%,68,47%,63,43%,28,39%,32,63%,36,42%,58,12,48,8,16,31%,49%,68,53,16,671,495,74%,21%,6,5,0,296,1,64,6,9%,11,3,27%,13,5,38%,3,2,67%,9,3,33%,1,0,0,1,0,0,0,0,0,5,5.08,27,13,10,4,40%,6,1,17%,1356.87,107,1.29,1.94,0.65,0.5,1.55,0.09,0.15,0.65,0.65,h
22-05-22,Zurich 2 : 3 Luzern,LUZ,232,3,8,3,11,1,0,4-2-3-1,1,6,13,5,383,80%,9,5,10,10%,131,55%,63,57%,68,53%,28,61%,31,68%,40,50%,62,13,39,7,14,36%,51%,66,50,16,648,496,77%,38%,4,4,0,305,1,64,7,11%,10,2,20%,12,4,33%,2,2,100%,6,1,17%,4,1,25%,2,0,0,0,0,0,5,5.1,28,12,9,3,33%,5,2,40%,1386.74,101,1.94,1.29,0.65,2,1.55,0.15,0.09,0.65,0.65,a
16-07-22,Winterthur 1 : 1 Basel,BAS,214,1,5,1,9,4,0,4-2-3-1,0,3,13,6,556,88%,3,2,2,50%,156,58%,64,63%,92,54%,33,76%,40,65%,26,62%,67,9,46,5,6,33%,65%,58,32,15,861,709,82%,46%,6,1,0,487,1,67,7,10%,7,1,14%,8,3,38%,4,1,25%,3,1,33%,1,1,100%,0,0,0,0,0,0,2,3.37,58,38,1,0,0,5,2,40%,1859.55,105,1.98,1.37,0.61,2,0.51,0.15,0.11,1.98,1.37,a
16-07-22,Young Boys 4 : 0 Zurich,YB,240,4,9,4,14,4,0,4-4-2d,0,2,12,7,499,84%,9,6,17,35%,156,46%,82,51%,74,39%,32,44%,19,63%,29,55%,63,9,45,11,18,78%,61%,61,39,14,815,636,78%,58%,3,2,0,417,6,70,8,11%,12,4,33%,5,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,4.9,32,17,6,5,83%,12,9,75%,1622.51,98,2.2,1.65,0.55,2,1.82,0.18,0.17,0.55,0,h
16-07-22,Young Boys 4 : 0 Zurich,ZUR,199,0,5,0,13,3,0,03-05-02,0,3,10,4,330,74%,7,2,9,11%,156,54%,74,61%,82,49%,32,56%,21,62%,26,54%,63,18,43,4,15,47%,39%,52,25,10,628,455,72%,40%,5,1,0,245,1,46,1,2%,19,5,26%,7,3,43%,3,0,0,3,2,67%,0,0,0,0,0,0,1,0,0,7,5.35,27,9,6,2,33%,9,5,56%,1018.87,94,1.65,2.2,0.55,0.5,0,0.17,0.18,0,0.55,a
17-07-22,Lugano 2 : 3 Sion,LUG,207,2,6,2,7,0,1,4-2-3-1,1,9,15,7,489,84%,7,6,21,24%,145,46%,76,49%,69,43%,36,50%,26,62%,29,41%,64,6,44,12,17,65%,55%,73,44,14,783,597,76%,47%,5,3,0,409,5,68,7,10%,10,1,10%,12,5,42%,3,2,67%,9,3,33%,0,0,0,0,0,0,0,0,0,11,6.33,34,19,8,5,63%,9,6,67%,1644.09,98,1.9,2.08,0.18,0.7,1.05,0.13,0.15,0.95,1.04,h
17-07-22,Lugano 2 : 3 Sion,SIO,211,3,6,3,13,0,0,4-2-3-1,2,7,14,6,376,81%,8,6,7,43%,145,54%,69,57%,76,51%,36,50%,26,65%,27,41%,63,18,50,5,15,33%,45%,44,30,11,670,514,77%,43%,7,0,1,304,3,43,3,7%,15,4,27%,10,6,60%,3,3,100%,7,3,43%,0,0,0,1,0,0,0,0,0,5,5.11,25,8,7,3,43%,8,2,25%,1369.62,101,2.08,1.9,0.18,1.5,0.96,0.15,0.13,1.04,0.95,a
17-07-22,Servette 1 : 0 St. Gallen,SER,225,1,3,1,12,1,0,4-3-3d,0,6,7,3,338,73%,3,0,7,0,201,51%,101,55%,100,47%,52,42%,28,54%,36,64%,84,16,55,5,9,44%,37%,54,27,7,688,491,71%,43%,1,3,0,248,0,50,2,4%,19,1,5%,9,2,22%,2,0,0,6,2,33%,1,0,0,0,0,0,0,0,0,4,4.4,17,8,2,1,50%,7,3,43%,1173.07,107,1.1,2.08,0.98,0.5,0.91,0.16,0.14,1.1,0,h
17-07-22,Servette 1 : 0 St. Gallen,SG,204,0,2,0,10,2,0,4-4-2d,2,4,15,1,590,84%,4,2,19,26%,201,49%,100,53%,101,45%,52,58%,23,57%,39,62%,76,7,63,10,9,33%,63%,91,57,24,964,742,77%,7%,7,6,1,493,5,88,9,10%,16,2,13%,6,3,50%,1,0,0,4,3,75%,1,0,0,0,0,0,0,0,0,3,3.49,37,28,2,1,50%,7,2,29%,2024.76,123,2.08,1.1,0.98,2,0,0.14,0.16,0,1.1,a
23-07-22,Zurich 0 : 0 Luzern,ZUR,220,0,6,0,8,1,0,4-4-2c,0,3,13,2,468,83%,7,4,8,25%,114,52%,55,64%,59,41%,36,53%,14,64%,18,72%,68,19,37,4,6,50%,56%,54,34,12,708,552,78%,15%,9,2,0,388,2,59,7,12%,5,1,20%,9,4,44%,5,3,60%,3,1,33%,1,0,0,1,0,0,0,0,0,3,4.08,45,29,2,1,50%,4,2,50%,1509.56,107,1.29,1.05,0.24,1.5,0,0.1,0.07,0,0,h
23-07-22,Zurich 0 : 0 Luzern,LUZ,213,0,3,0,12,3,1,4-4-2c,4,7,16,4,325,74%,2,1,12,8%,114,48%,59,59%,55,36%,36,47%,14,36%,20,55%,68,8,43,11,16,56%,44%,68,49,20,572,414,72%,25%,9,2,1,241,1,60,7,12%,18,3,17%,16,6,38%,2,1,50%,7,3,43%,7,2,29%,1,0,0,0,0,0,9,8.62,23,17,7,5,71%,9,4,44%,1188.83,106,1.05,1.29,0.24,0.7,0,0.07,0.1,0,0,a
23-07-22,St. Gallen 2 : 0 Winterthur,SG,227,2,10,2,8,2,1,4-4-2d,3,4,17,4,427,73%,12,5,11,27%,195,58%,94,60%,101,56%,52,65%,28,68%,35,54%,72,14,53,11,15,53%,55%,77,56,20,815,595,73%,24%,5,6,2,313,3,69,10,14%,18,3,17%,10,4,40%,5,3,60%,4,1,25%,1,0,0,2,0,0,0,0,0,8,3.58,22,8,7,3,43%,8,5,63%,1409.86,114,1.84,0.65,1.19,2.3,1.09,0.11,0.06,0.92,0,h
24-07-22,Basel 1 : 1 Servette,BAS,217,1,9,1,8,3,0,4-2-3-1,0,6,19,10,582,86%,6,4,16,19%,102,50%,49,55%,53,45%,25,60%,14,57%,24,58%,61,7,45,9,16,31%,63%,74,49,21,838,692,83%,53%,5,2,2,500,3,69,14,20%,9,2,22%,9,2,22%,2,0,0,6,1,17%,1,1,100%,0,0,0,0,0,0,5,6.54,33,16,11,4,36%,5,1,20%,1965.91,93,1.76,0.78,0.98,2,0.57,0.09,0.07,1.76,0.78,h
24-07-22,Basel 1 : 1 Servette,SER,214,1,4,1,6,5,0,4-3-3d,1,2,11,1,339,79%,4,2,15,40%,102,50%,53,55%,49,45%,25,40%,17,59%,20,60%,62,14,45,3,17,24%,37%,36,29,14,587,440,75%,9%,9,1,0,268,6,38,6,16%,16,1,6%,7,4,57%,3,2,67%,2,2,100%,2,0,0,1,0,0,0,0,0,4,6.67,28,12,8,3,38%,9,1,11%,1142.4,87,0.78,1.76,0.98,0.5,1.28,0.07,0.09,0.78,1.76,a
24-07-22,Grasshopper 2 : 1 Lugano,GRA,215,2,8,2,10,1,0,3-5-2*,1,3,11,6,335,83%,7,7,5,60%,167,44%,85,47%,82,41%,45,47%,24,63%,40,40%,67,23,44,5,12,25%,38%,39,25,14,642,475,74%,55%,4,1,0,277,3,50,5,10%,14,4,29%,4,2,50%,0,0,0,3,2,67%,1,0,0,0,0,0,0,0,0,3,5.16,35,15,7,2,29%,5,1,20%,1176.35,99,1.44,2.2,0.76,0.5,1.39,0.13,0.14,0.72,2.2,h
24-07-22,Grasshopper 2 : 1 Lugano,LUG,208,1,8,1,10,0,0,4-3-3d,2,7,16,4,560,85%,16,5,17,24%,167,56%,82,59%,85,53%,45,53%,34,71%,32,53%,70,7,52,16,20,40%,62%,85,59,27,872,692,79%,25%,8,4,0,475,4,80,11,14%,14,2,14%,10,3,30%,2,0,0,7,2,29%,0,0,0,0,0,0,1,1,100%,8,6.93,27,15,9,5,56%,11,3,27%,1932.79,110,2.2,1.44,0.76,2,0.45,0.14,0.13,2.2,0.72,a
24-07-22,Sion 0 : 3 Young Boys,SIO,192,0,3,0,10,2,0,4-4-2d,1,4,13,5,429,82%,6,2,17,35%,126,53%,67,67%,59,37%,26,54%,12,75%,30,83%,64,9,51,8,16,50%,51%,65,44,13,695,544,78%,38%,5,2,1,350,6,70,9,13%,13,2,15%,9,2,22%,5,2,40%,4,0,0,0,0,0,1,0,0,0,0,0,8,4.89,30,21,7,5,71%,9,3,33%,1503.42,108,1,1.71,0.71,0.5,0,0.08,0.14,0,0.57,h
24-07-22,Sion 0 : 3 Young Boys,YB,239,3,6,3,11,3,0,4-4-2d,1,6,12,4,415,85%,4,3,10,20%,126,47%,59,63%,67,33%,26,46%,13,38%,22,59%,68,16,48,3,9,56%,49%,49,31,14,681,537,79%,33%,3,5,0,352,2,50,6,12%,11,2,18%,8,3,38%,0,0,0,6,2,33%,2,1,50%,0,0,0,0,0,0,5,4.49,35,19,4,4,100%,5,1,20%,1456.56,95,1.71,1,0.71,2,1.75,0.14,0.08,0.57,0,a
30-07-22,St. Gallen 2 : 0 Zurich,SG,226,2,7,2,7,1,1,4-4-2d,0,6,17,8,318,77%,5,3,15,27%,163,53%,77,56%,86,51%,31,42%,20,40%,42,55%,73,10,55,8,18,44%,45%,53,46,25,680,508,75%,47%,5,4,0,244,4,51,8,16%,20,5,25%,10,3,30%,4,0,0,6,3,50%,0,0,0,0,0,0,0,0,0,8,4.63,22,9,14,6,43%,4,2,50%,1204.99,109,2.26,2.03,0.23,1.5,0.88,0.13,0.1,1.13,0,h
30-07-22,St. Gallen 2 : 0 Zurich,ZUR,205,0,9,0,14,4,0,4-2-3-1,5,8,20,9,463,79%,13,6,18,28%,163,47%,86,49%,77,44%,31,58%,36,53%,25,68%,75,13,54,7,13,46%,55%,78,55,23,809,605,75%,45%,1,7,3,366,5,62,10,16%,22,6,27%,10,3,30%,2,0,0,8,3,38%,0,0,0,0,0,0,0,0,0,6,2.87,32,14,7,2,29%,6,4,67%,1455.73,115,2.03,2.26,0.23,0.7,0,0.1,0.13,0,1.13,a
30-07-22,Sion 0 : 0 Servette,SIO,207,0,5,0,15,4,0,4-3-3d,4,6,16,5,410,81%,9,3,9,11%,151,52%,83,55%,68,49%,36,47%,22,73%,32,56%,62,14,45,5,13,54%,49%,55,33,12,715,543,76%,31%,7,4,0,331,1,54,9,17%,15,2,13%,9,2,22%,3,0,0,6,2,33%,0,0,0,0,0,0,0,0,0,7,5.25,38,13,5,2,40%,8,5,63%,1506.39,95,1.21,0.74,0.47,1.5,0,0.08,0.07,0,0,h
30-07-22,Sion 0 : 0 Servette,SER,208,0,2,0,9,1,0,4-3-3d,0,7,10,1,458,83%,3,2,13,38%,151,48%,68,51%,83,45%,36,53%,24,58%,28,43%,66,9,48,9,25,48%,51%,62,35,13,774,587,76%,10%,5,3,1,378,5,56,4,7%,13,0,0,15,5,33%,5,0,0,7,3,43%,3,2,67%,0,0,0,0,0,0,12,6.49,25,12,15,8,53%,10,4,40%,1590.25,100,0.74,1.21,0.47,0.7,0,0.07,0.08,0,0,a
31-07-22,Winterthur 1 : 4 Lugano,LUG,229,4,8,4,7,1,0,4-2-3-1,2,3,13,6,520,86%,9,4,9,44%,120,52%,53,55%,67,49%,36,42%,30,53%,20,60%,54,11,43,7,17,47%,52%,51,36,18,765,624,82%,46%,5,1,1,449,4,62,8,13%,6,3,50%,7,2,29%,2,0,0,3,1,33%,1,0,0,0,0,0,1,1,100%,8,7.83,37,14,3,0,0,14,8,57%,1622.7,99,2.57,1.8,0.77,2,1.56,0.2,0.18,0.64,1.8,a
